order_id,customer_lat,customer_lng,seller_lat,seller_lng,distance_m,duration_s
7e405814c829cafee9c827024e3c714d,-22.28303812785321,-42.53811909779009,-23.579236231352155,-46.653829875745274,542947.7,25120.3
7643003db706885af24736e3a12e76bd,-21.139914202008928,-44.25783294677734,-21.36350175072165,-48.22960070441751,598470.8,27310.4
f04f967baf2c83fce14f95f9edabe296,-23.60453366010617,-46.52842154869666,-24.008923153142554,-46.41912520255927,72027.9,3844.8
5f8b64bfce7d975e732813b83ea0b71f,-15.83543845145933,-47.92283310428743,-23.55233655657087,-46.53686918531145,1008942.0,41609.0
46539a2a7ba12ec60ad78ead51805b26,-22.75533868433014,-43.308531629360786,-23.937828663856752,-46.356591440016224,486160.9,20489.6
b56522f2eb41c4d499be5f343973d5cf,-8.057926744222641,-34.91122901439667,-22.9140200143332,-47.01353534237369,2635917.6,123608.1
e666d7fa06d295372a716b917c2f94de,-3.7299655278523765,-38.5359853108724,-23.584937231881277,-46.49867330278669,3147387.0,136554.4
906aae501a08de5072a4db9471da01a9,-22.88659336364347,-43.267834108639384,-23.659363627433777,-46.52318332195282,448502.9,19138.3
17903614dfca588bfc80bd00f94dd8d2,-19.943139925870028,-44.000122555819424,-23.56693264794728,-46.80093529110863,588184.6,27834.0
944b3e66113a84e8e19010f5bf2701c4,-23.697657299041747,-45.44410305023193,-21.693370877534235,-45.25976870651033,353084.5,19335.2
f4ba230fb93b439b2007d62613a07cf3,-15.805877242769514,-47.89178344181606,-22.869409697396414,-43.556587185178486,1363987.7,57413.3
37104fd8b73d0691fda9491fe8906808,-29.52488681248256,-52.12811769757952,-23.302318235643867,-45.97188814643289,1236436.9,57369.0
f02e9da25eaf6d8b85952d339283e40e,-22.757693184746635,-47.59230514808937,-26.28730662115689,-48.85180161574791,587695.9,28517.0
adcdccd191342caa54f60a1f3e6df547,-22.692948741179247,-46.98287739386925,-23.540695166882173,-46.641583054154005,125569.5,5375.6
106c71d4ef1f6852e746ea021a62cdc7,-23.39123315570735,-51.935291771127396,-23.69101322719029,-46.703810119628905,655755.4,26611.3
bce3ba299a4d73c52b90686a13c29a57,-19.317869162926307,-46.05225400484525,-8.135890688214984,-34.932536170596165,2176367.8,103558.4
40deb01ced4c0d076432514cea0a091e,-22.8822593187031,-42.98436134739926,-22.768601504239168,-43.37689340764826,54196.0,3685.7
23ad1ae9db6999293449603e1a247803,-22.00697743781259,-47.87040254111602,-21.757320637469526,-48.82974365874604,112687.3,5891.9
b3c5a7da42d6a5aeea8dafdaed8048c0,-21.227355162302654,-43.77268451193105,-21.36350175072165,-48.22960070441751,655847.6,31222.8
b1f84046464711e8064cd70d5232d104,-18.897055575722142,-48.32910283406576,-23.62042269213446,-46.59886590365706,603070.3,24421.1
80128feb8f15a7ebaa8371aa0a718604,-19.840041724357814,-43.95933916292138,-23.69101322719029,-46.703810119628905,625700.0,29493.8
87cf2adfb8afa786cac2d49bab89d389,-23.18117149430092,-45.82885241267657,-23.4137700398763,-51.92707005818685,733895.0,29481.3
b116018d4629bdd3363848a36c42861e,-25.58757226774008,-49.330535510979075,-23.21174642774794,-46.76287497414483,468802.8,21540.7
498d5619e926bbb085a837fb42842db6,-3.069821500778198,-59.95642795562744,-23.55233655657087,-46.53686918531145,3781961.6,207239.6
c27718d838f42d07a94941a8d34843e4,-14.062202671774072,-52.20445932126513,-23.66284319559733,-46.71802749633789,,
d63f6af53a35a1d7e6a58ec09548b9ed,-23.469968795776367,-46.466395680497335,-20.278512832966257,-40.41167539231321,869214.7,43781.2
45eb4503d3f73099fb98d5fa26d2039b,-22.916792116667096,-43.23155045878407,-21.112713223411923,-47.79081017630441,718734.4,29563.1
2fa10f3a5be4a615bac800682c485f1b,-23.548515141010284,-46.51423513889313,-22.822136513174396,-47.27033541953727,130046.5,5472.7
bee14f2069e7e9f1ed6ef5e2f76841f9,-20.46910722920152,-45.96079971751229,-23.45197330821644,-46.557171301408246,491043.8,21277.1
1ab44f7237928287806feb9f4fba7820,-10.892619344923231,-37.05301411946615,-2.5012421945128778,-44.248163704920294,1549619.8,74254.2
58f06353c6da67c88b4a4641cef385b0,-22.871441089040864,-43.25872750010917,-25.43722595487322,-49.19396559397379,828766.8,37056.1
49d48b30b2996f2d8076dec559e40c54,-27.104775416648994,-48.62229520183499,-23.55233655657087,-46.53686918531145,647811.0,29910.4
9d38c8920b5f04a68487b50ea022b36f,-23.53401756286621,-46.561520385742185,-29.446579933166504,-51.96120206047507,1150417.8,54063.1
0549a140f31f96d7cafd46b91d604c06,-23.60405783817686,-46.518011290451575,-8.049884190162024,-34.90083420276642,2647373.2,124572.8
ee567e300ec0ae4dd30d3e26ac581021,-22.90360041384427,-43.30690167984873,-23.9335725591817,-46.329625155947625,503307.2,21023.8
c1546d805c5e0a500643938cfeff117b,-22.922380661295954,-43.629510469525776,-22.881708638051922,-47.05046411578575,466596.9,20204.1
61f63fb48cb8e0dc6a39e20cca495fdf,-23.541592094335662,-46.91160459196969,-23.659363627433777,-46.52318332195282,62461.6,3881.8
74c5c5c9380461f1751598087249a9e8,-23.381326752949537,-46.71901433060809,-23.659363627433777,-46.52318332195282,52677.2,3693.0
77304ef3716289811c5b5c9c3fe0e4e8,-23.45995995872899,-46.55243592513235,-23.614374048569623,-52.08279463824104,683017.5,27918.0
455fa9dc182a1003b2d78824f8aaf8d5,-23.569468229244915,-46.56596482105744,-21.757320637469526,-48.82974365874604,351462.8,15364.9
e6bca34c4a814a0f20073eab640e826a,-22.77706685559503,-45.18461832506903,-20.806706930461683,-49.38916460194982,590715.6,23797.8
22875ab1b7dadfad36b9181f36a1b8d6,-23.618765866314924,-46.64940233583803,-23.302318235643867,-45.97188814643289,86627.6,4651.9
a2774eabce91067c32cfb2813ac902ad,-29.982935163709854,-51.16871902677748,-27.004476480860166,-51.15253708700016,502883.2,27932.2
ed807db880719907eed75f32829ba5be,-23.57207928147427,-46.511487650316816,-22.60000427713934,-47.40712853197782,160413.3,6755.7
08fc1aa23fef732befd3559729544a6a,-22.889982428917516,-47.19897993527926,-25.612764098427512,-49.37234992980957,518586.0,23065.7
9419274d2366b746f60fce753c5a3618,-14.485339164733887,-46.50622343405699,-23.508643562729294,-46.605294923524596,1225545.4,50059.1
a853cdd8003fb8372f09eefdb15720f8,-25.748854211539275,-53.06008813400899,-23.625475494949907,-46.61200064199942,886359.0,40881.6
f25fb554c12314110c2c14a22b7eba65,-23.508394273122153,-46.87923793792724,-20.806706930461683,-49.38916460194982,436283.2,17124.3
dfc62a9be450bc1488b82749356c90ff,-19.57607170761816,-42.643168493611924,-23.61273429507301,-46.59813481285458,789574.9,38656.2
a60c9bf6dcdd39e9f1c10ae5ad77c24d,-10.877222193611992,-61.95841506675438,-21.86603244332706,-47.47810177522547,2436358.7,121638.7
68fb895df51e234a55fbf5c30c873fd2,-23.61344301475669,-46.51647452588351,-25.527873876143474,-49.24112483433315,451709.5,21558.6
d1ef94426d8030042fb422bf0891ded3,-23.084538199684836,-48.9148392532811,-23.370879102109082,-46.84796803033174,260177.4,9525.9
52cf629e5ef49959ced57da932b097e1,-23.762167705189096,-46.7063776883212,-22.496952832755397,-44.12749196715274,356222.5,15838.8
e808b609d07ef4f022d702b20db24137,-22.296779696146647,-53.26952107747396,-25.367475141327958,-49.18419923453495,694543.3,33159.9
93d94474ff31149c751c5123897916d7,-28.27090289545994,-52.406090829886644,-22.70870214189802,-47.66470070975167,995314.6,46594.6
e90d8a867960fe909ecb460cb3a9e4d1,-22.565964817130652,-47.38380613118193,-22.88327024076078,-43.092273906902506,555134.7,23288.0
6590f1ba60504cc128e446309ae6bfbf,-30.050118926772498,-51.16690450682676,-28.59670369765338,-51.78694590400247,224028.2,13154.1
10ef04a6021b2bac686ed668485c8c80,-15.817341176474967,-47.973844946884526,-23.486111551737615,-46.36672081707193,1032958.8,42920.8
7ff3ee6ebd4a25304259d862bad701ea,-27.589316956540372,-48.522468355868725,-30.008181536639178,-51.20130419857288,457742.9,19016.7
5c6d04d4860d065452c6ea2d2c82e114,-23.63689367120916,-46.785005118630146,-19.8694950673998,-43.95094399599685,611765.1,28964.1
9938a967279700714d16f4c8437390da,-25.385985021058676,-49.24450848187287,-28.63392107827323,-49.02415755135672,449233.8,20804.9
2df6cb09f0e8e22d0a5a5821ea65556c,-22.581301590491986,-48.81033417274212,-27.147792216709682,-48.95791778564453,773313.8,36684.5
34a254b2668083c77b9158c151571877,-23.527429942667048,-46.69602885559527,-21.62583008992303,-42.104890921681196,604090.6,29576.8
200f4d883fcc701355e46b8c6035743f,-28.936707802189208,-51.54955110272157,-21.757320637469526,-48.82974365874604,1153052.4,54240.9
4b6dab58b94da37d3bc2cce416a43f63,-27.558023796525113,-48.63172500078068,-23.21174642774794,-46.76287497414483,720984.2,33052.1
30e476c243252bdf160c2490607bc3f0,-23.511192220052084,-46.295821278889974,-23.20172516822815,-45.906685733795165,63980.7,3588.8
ab8f1ef255154fa7b14908195c1a0a3e,-26.74255153111049,-49.27417319161551,-22.26258409526986,-46.171123934463715,828792.6,40405.3
cc000aac6ca104393a6fc66938e19ca3,-21.370559551841335,-45.5129304986251,-23.513497233390808,-46.55024456977844,337074.0,15539.9
25343b5d23ba1a73d782fa405c9a5886,-27.591470812892055,-48.58315682625985,-22.431184325899398,-42.97022097451346,1168445.7,51973.7
14983a8e9fbbb6ec172cbfcdc13aa291,-22.80570660924619,-43.42307904015289,-23.567890167236328,-46.57394790649414,402296.9,17428.9
41a36974d44d460751104164c80e5ac6,-7.105146302863465,-34.834452364926044,-21.16589817592076,-47.79796927315848,2614963.8,123695.3
a7ddbf4f5ef6befd9d3569b1c34a9605,-25.472311333764956,-49.538963945606085,-23.68072929935179,-46.44423834022117,497290.2,22971.0
e26cd342669df630e929534f52f9751a,-28.29354064260717,-53.50223789427803,-23.525580749511718,-46.614661102294924,1098379.5,52077.4
00b402e8a76d3da83714c52d3977cc2d,-16.432027136595767,-39.075628742018246,-22.431184325899398,-42.97022097451346,1030728.6,58850.3
b0f595976cc8465db878685b2a613f5f,-9.470699497910797,-40.812216774362035,-21.757320637469526,-48.82974365874604,2245527.2,106447.4
f3e6ac6fd3a4db946a2820323b58ab3d,-23.287877919722575,-45.94758567031549,-21.757320637469526,-48.82974365874604,398383.5,17345.1
3fe0550ff13606fe21abb5e1fc426a20,-26.27074235280355,-48.881817711724175,-21.757320637469526,-48.82974365874604,749066.2,34613.4
a3675d53a727735e4e83c8e078666646,-23.547912261065314,-46.66802664364086,-23.561433904975125,-46.68984576795228,4041.8,554.2
e9ec883d782fcfea6fec9beb9f626976,-27.214586582589657,-49.63772530251361,-23.747947352273123,-46.6818060193743,675195.3,36811.2
4c2bda2a65cf17bca1d9c00daa0f8790,-22.81539359747195,-47.28640466577866,-23.202268064838567,-45.89802833452617,181945.0,7690.9
38b5e5b5e96a6cf2a6aa7b93542a0c29,-18.595028911937366,-46.500507562810725,-22.540796455970177,-43.20123508159931,758746.2,38394.3
bc546e284ba8c6c9895808284985b24a,-23.55755125392567,-46.79678708856756,-21.757320637469526,-48.82974365874604,341444.0,14935.7
d00ff6010b4c8c182b603ec360026b44,-21.869485364641463,-43.319771248953685,-23.486111551737615,-46.36672081707193,426591.9,20797.0
6c11290f82789339975290feb4a58983,-23.52060546875,-46.57950325012207,-22.366040682388565,-46.93816728107,171553.2,7019.9
c513e47b1ec7f0c630776aff9e942ec9,-15.64149898952908,-47.805969662136505,-21.36350175072165,-48.22960070441751,775887.0,33205.7
a28f6c9d0933acd34c3ae149cc537b65,-23.503553129222293,-46.79825430047022,-21.36350175072165,-48.22960070441751,329148.5,13580.1
caa7dcd7507e6cdcd45f7ba5d29383a9,-23.546188296693742,-46.75360748984597,-15.788929826122219,-48.12481476088702,1005016.5,41387.4
ace8653b9b01a6d0347aa993f8e9b0a5,-22.926256664463732,-43.359757782982996,-23.607634420955883,-46.69725184721105,458416.5,19416.9
b37a7e90838d63c38152d2f8c432a726,-10.333614349365234,-40.15152359008789,-22.383407675105033,-46.93598751369998,,
d2f43762a6f922b1bb1cc34a9563ad28,-22.9388564825058,-43.34583385785421,-23.580395325370457,-46.59132658916971,435808.5,18677.8
e5535466d23681cc97013097a0644150,-22.766572448807924,-41.908675159899715,-21.36350175072165,-48.22960070441751,894824.3,38676.6
b512ddc51c7e887830f3e11d3a4d0f9f,-29.17815523147583,-51.19737567901611,-22.136229378836497,-51.372450147356304,1038126.9,52011.9
73b8060641cefc66b17b6c97f5901a96,-23.643655381235135,-46.546368255096226,-23.50389680128831,-46.55452308654785,22588.8,1995.3
33eefd3aa85eebe6a110e9fcd67e8be7,-19.93928389223466,-44.05144896418412,-15.813194541931152,-47.893304595947264,723462.9,36115.5
8341d1e71471e5648920efec5acd822c,-23.459715916560246,-46.44519835252028,-23.55233655657087,-46.53686918531145,20763.5,1462.3
a17b0f920f100411c57496d41de7aa12,-20.9889268796306,-47.65461850757441,-23.94195408291287,-46.302564590696306,429442.1,17809.7
10fef716a1d9fb11eb624a9625853eea,-23.541564349470466,-46.300146080981726,-22.596373055905712,-46.50720667936364,160342.2,9163.7
f9eb516475260ab01f33937aac3cfd40,-23.9335725591817,-46.329625155947625,-23.53688954943009,-47.46968710513515,173093.5,8070.8
d36a352334f4e3df2f3ce48893af82fc,-23.554477070915627,-51.46575580122908,-23.569882636846497,-46.52553584963776,614143.4,24639.4
e3f9bc8fd9bd8878c7c112e6dfa97db8,-19.926410100499137,-43.94586426312806,-23.472994565963745,-46.64742951393127,571144.7,27173.8
2d0f4e1836f58122cbaabf97460af115,-23.462064615885417,-46.59934717814128,-23.532302404704847,-46.611344387656764,10247.5,1077.7
c49df0876643772fc41aa1bd470fe6e5,-2.5311246792475384,-44.235621770222984,-23.536603142233457,-46.610940260045666,2991269.6,135031.6
154ff64668cf2822704c69bd957a8c6e,-23.536603142233457,-46.610940260045666,-23.584937231881277,-46.49867330278669,15566.5,1473.5
26ef358c39e6d1537243a3ede175c8c0,-23.56511350197367,-46.644944445921645,-21.134122888665452,-47.745778937088815,318466.4,12744.1
01dfa7b5bb8dcd546273e480c27043bc,-26.511974334716797,-52.66907501220703,-26.89486656188965,-49.250855712890626,512676.7,27136.1
318fcffc93b531c0230bb8c1ebd018c4,-20.355841287752476,-41.956169748693945,-22.868363744562323,-43.469232316450636,434261.6,23694.0
ceb30531e11e250d849ef8e10eab9b81,-18.477927843729656,-41.78336397806803,-12.893166775173611,-38.337874772813585,992149.0,51259.5
5a2346612cba6473e86fcab758bc0964,-22.96914825137896,-43.3830654159365,-23.69101322719029,-46.703810119628905,464084.3,20646.4
fc2a4d7b806b8d5572a052da4a5a6bed,-23.50893888473511,-46.1500592640468,-23.68072929935179,-46.44423834022117,43416.7,3597.3
d395475d71e6042e654407cef55e3c47,-20.08991065979004,-43.78912348429362,-22.99748383281387,-47.50572518321955,678003.8,31430.2
7d8fb4d046d76c289bd66eb341bee09e,-23.549136156592866,-46.439426130284374,-21.757320637469526,-48.82974365874604,372418.3,16459.0
84aa7bb89246c45bad952b8904e0337b,-22.887442675503817,-47.14091734452681,-21.193288716402922,-50.452794046112984,457998.8,18493.9
fd1cfd1076dd551e6bb1c4567e5a1b31,-12.092513027047753,-45.80692661256718,-23.59549856185913,-46.55972739628383,1522542.5,62651.3
9e0a1a3c6816ec9c34b90123c3b31d4f,-27.732242584228516,-52.99501592462713,-23.661305109659832,-46.564297358194985,1013051.7,50621.4
b9ae8347ff0acee82f6bc8eea0067eb8,-23.45397586088914,-47.47370895972619,-23.492023754119874,-46.72898397445679,91126.9,4093.3
bd53eaf563a119c58bdf9a9d5b8cd012,-26.25850198003981,-53.63606882095337,-23.59549856185913,-46.55972739628383,975671.2,45452.8
3dfed5df223cdf779934a6ee871638b8,-15.082894992828368,-43.11934967041016,-26.04430560061806,-53.06371372624447,2083735.8,92447.7
086d49a75db554056a171c0c706a7e18,-23.597927209102746,-46.67991984974254,-23.486111551737615,-46.36672081707193,60722.5,3353.5
1de7a41d382a9ece0e658ffd116ac72e,-23.541084233452292,-46.58942963095272,-23.625475494949907,-46.61200064199942,13580.2,1343.6
94fabf7998d05f3035718e58cb86d671,-23.1032652148494,-48.61411264207628,-23.569112827903346,-46.5222870676141,238946.0,9428.7
cb131e46e2b29aca864751d16e6030af,-12.703256891128865,-38.333686990940826,-29.687804274237042,-51.46796400064058,3117831.4,143463.2
ebdae6e0363106fc02c8417d1e95745a,-12.855405807495117,-38.716425018310545,-24.026525665238456,-46.478237040231654,,
36060588e66288fa7e3049a73519713d,-19.978702846326325,-44.18697015862716,-28.676778921920263,-49.369431077764276,1421367.3,64234.3
9cbcdb9b66b405fad4ce66814cf634d3,-22.148084907774713,-51.16954956540636,-25.399872048857247,-49.24086873785493,563459.0,26884.1
c2f195a14dc5e3a2f1f0fef011fa7273,-27.81744213457461,-50.310543378194176,-23.53349355061849,-46.71130091349284,764040.0,37202.6
9acd90340738747388bfb3af3f39ce47,-25.431781832377116,-49.05717379252116,-23.607718175771286,-46.89997516035223,378660.1,17694.0
e720d4d490cd3e990c85d1221441d4d1,-26.992704265055806,-48.63215144154661,-22.931980164978793,-47.11184146513999,686406.1,30737.1
cde3a38426f2025992e76394bfed732c,-18.44601438613165,-50.45154066539946,-25.538316103876852,-49.29333846423091,1062045.2,51595.9
0f8b415ff8750cef8f40058606c6b115,-20.84745969091143,-41.120058400290354,-23.436711154406584,-46.51134012922456,748328.2,38149.7
a548910a1c6147796b98fdf73dbeba33,-22.78577877345838,-47.31253694233141,-23.246680727005003,-45.88690925598144,192653.5,8321.6
064c5d7833bce7bb4c9bff1302ac9d0a,-22.882876782232202,-43.36417451671664,-21.757320637469526,-48.82974365874604,731209.3,31674.9
2f2f32084f6b6ffff53044b351790b7f,-19.800222812738635,-41.71530607409943,-23.51597785949707,-46.547372579574585,833522.2,42120.5
7b467ec5ca6411c7d67435211cc0136a,-20.778587341308594,-49.39372683438388,-23.94195408291287,-46.302564590696306,537402.6,22207.0
365a1b0dc5465b589146a0b7a504183e,-22.72038476607379,-47.2784465341007,-23.55188183254666,-46.64072774251302,125560.9,5197.7
a588785e8399e5c1a0416e1101ef85b3,-22.339397511930546,-41.75630383613782,-23.302318235643867,-45.97188814643289,540235.6,24293.7
d6e4899000744aee28d41363a581e3c2,-22.916792116667096,-43.23155045878407,-21.75650608684605,-41.332045469260855,276829.5,14257.0
dfc7b55ee482374556356b94afc9b841,-23.001267567896118,-43.335599080347286,-22.94923062324524,-43.02805485725403,53658.2,4044.9
56805b4cf0ebc9cd9f7619783cae47e3,-19.937128329586674,-43.957721878646254,-15.832786774635315,-47.94636745452881,726064.6,36184.6
f55a684badae11bd4d494dd474d82130,-23.48030325945686,-46.6417680347667,-12.893166775173611,-38.337874772813585,1950672.0,91659.4
4d3bfdf4c7d6578ea445d588371ae10e,-22.615932999995717,-43.17975716841848,-21.1777100101594,-47.76782005063949,713457.5,28950.7
53251dae6eb94ed4fa67b57bd60e58bf,-23.611228184822277,-46.70738616356483,-22.91958123987371,-47.05723138289018,102904.2,4279.2
aa567b6bd03ccf3532f2f07cf956260e,-23.49200324658994,-46.639002870630335,-23.759415608865243,-53.29278348993372,803476.2,32908.6
77c820f0779ad518a4a2c6ddba08477c,-1.4573729452879534,-48.46376676144807,-23.565095608051006,-46.51856593596629,2932188.8,138597.4
7ab1cf6be66796dee470220e6396502b,-23.666998848548303,-46.862325580303484,-22.9140200143332,-47.01353534237369,111745.6,4666.9
